,userid,friendid
42569,3985,17171
42570,3985,3740
42571,3985,8794
42572,3985,7178
42573,3985,1210
42574,3985,13850
42575,15027,15519
42576,15027,13872
42577,15027,13042
42578,15027,4770
42579,7035,9597
42580,7035,7214
42581,7035,15441
42582,7035,503
42583,13076,5858
42584,13076,14330
42585,3588,10854
42586,3588,649
42587,3588,5712
42588,3588,5325
42589,3588,10528
42590,3588,777
42591,3588,8283
42592,3588,5188
42593,3588,651
42594,3588,4419
42595,3588,13422
42596,3588,4295
42597,3588,4822
42598,3588,16657
42599,3588,15718
42600,3588,10195
42601,3588,5509
42602,3588,3639
42603,3588,8640
42604,3588,956
42605,3588,5090
42606,3588,3154
42607,3588,12122
42608,3588,9544
42609,3588,14371
42610,3588,11598
42611,3588,6166
42612,3588,2701
42613,3588,7730
42614,3588,13832
42615,3588,10839
42616,3588,6753
42617,3588,2083
42618,3588,5315
42619,3588,4287
42620,3588,8382
42621,3588,17058
42622,3588,13073
42623,3588,8329
42624,3588,12499
42625,3588,10156
42626,3588,13563
42627,3588,5666
42628,3588,14109
42629,3588,2486
42630,3588,1555
42631,3588,13263
42632,3588,16882
42633,3588,9703
42634,3588,3247
42635,3588,13678
42636,3588,14188
42637,3588,4621
42638,3588,2484
42639,3588,8562
42640,3588,398
42641,3588,542
42642,3588,1896
42643,3588,5508
42644,3588,12218
42645,3588,15672
42646,3588,12035
42647,3588,16565
42648,3588,510
42649,3588,412
42650,3588,7935
42651,3588,1784
42652,3588,388
42653,3588,6106
42654,3588,7295
42655,3588,1553
42656,3588,16146
42657,3588,2410
42658,3588,8444
42659,3588,15903
42660,3588,13666
42661,3588,8271
42662,3588,3156
42663,3588,12296
42664,3588,16060
42665,3588,3581
42666,3588,14634
42667,3588,16573
42668,3588,16227
42669,3588,14955
42670,3588,14544
42671,3588,10403
42672,3588,2453
42673,3588,13377
42674,3588,9355
42675,3588,12855
42676,3588,7200
42677,3588,15785
42678,3588,14369
42679,3588,14015
42680,3588,14406
42681,3588,316
42682,3588,14349
42683,3588,6846
42684,3588,5649
42685,3588,283
42686,3588,3614
42687,3588,17109
42688,3588,12535
42689,3588,12665
42690,3588,4745
42691,3588,2816
42692,3588,725
42693,3588,13352
42694,3588,2197
42695,3588,9422
42696,3588,11975
42697,3588,13645
42698,3588,6847
42699,3588,1390
42700,3588,15202
42701,3588,16797
42702,3588,5028
42703,3588,7423
42704,3588,2895
42705,3588,12990
42706,3588,11846
42707,3588,11841
42708,3588,4087
42709,3588,4879
42710,3588,1330
42711,3588,13091
42712,3588,2805
42713,3588,16788
42714,3588,12156
42715,3588,12394
42716,3588,15963
42717,3588,16950
42718,3588,9693
42719,3588,2558
42720,3588,8362
42721,3588,1517
42722,3588,6403
42723,3588,2711
42724,3588,6229
42725,3588,14257
42726,3588,13614
42727,3588,5528
42728,3588,2009
42729,3588,11402
42730,3588,5274
42731,3588,4919
42732,3588,10887
42733,3588,7459
42734,3588,9741
42735,3588,1901
42736,3588,150
42737,3588,6102
42738,3588,847
42739,3588,1625
42740,3588,13770
42741,3588,9027
42742,3588,1289
42743,4256,15982
42744,4256,11591
42745,15069,12638
42746,15103,12122
42747,4438,13964
42748,4438,14369
42749,4438,3698
42750,4438,3594
42751,4438,486
42752,4438,16671
42753,4438,11906
42754,4438,11289
42755,4438,2491
42756,4438,2180
42757,4438,15336
42758,4438,667
42759,4438,5052
42760,4438,3284
42761,4438,2564
42762,4438,5942
42763,4438,1319
42764,4438,17172
42765,4438,13446
42766,4438,4853
42767,4438,3049
42768,4438,4287
42769,9746,7041
42770,5169,10075
42771,5169,10736
42772,4623,9544
42773,4623,6841
42774,4623,411
42775,9006,12400
42776,9006,9442
42777,9006,10132
42778,9006,4456
42779,9006,10161
42780,9006,3576
42781,15166,13027
42782,15166,4558
42783,15166,15816
42784,15166,16717
42785,15166,9615
42786,15166,16526
42787,15166,14082
42788,15166,4150
42789,15166,5012
42790,15166,11290
42791,4971,4356
42792,9659,615
42793,9659,13073
42794,9659,5379
42795,9659,7014
42796,5042,13377
42797,5042,4458
42798,5185,3509
42799,5185,16572
42800,5185,16547
42801,5185,1368
42802,5185,15189
42803,5185,4133
42804,5185,11368
42805,5185,629
42806,5185,4159
42807,5198,2434
42808,5198,10080
42809,5198,5581
42810,5198,11785
42811,5198,8119
42812,5198,540
42813,5198,1218
42814,5198,7870
42815,5198,412
42816,5198,8822
42817,5198,5860
42818,5198,13884
42819,5198,14167
42820,5198,15432
42821,5198,3223
42822,5198,2349
42823,5198,16051
42824,5198,5810
42825,5198,8887
42826,5198,12943
42827,5198,12289
42828,5198,14156
42829,15168,4833
42830,15168,10427
42831,15168,4333
42832,15168,15885
42833,15168,521
42834,15168,4599
42835,15168,4186
42836,15168,2423
42837,15168,3953
42838,15168,16141
42839,1686,5612
42840,1686,15705
42841,1686,16652
42842,1686,15432
42843,1686,16437
42844,1686,5693
42845,5447,3352
42846,5447,12032
42847,5447,8094
42848,5447,10075
42849,5447,3084
42850,5510,14657
42851,5510,10741
42852,5510,13883
42853,5510,4375
42854,5527,12759
42855,15998,10979
42856,15998,13020
42857,8898,11117
42858,13376,1156
42859,5879,137
42860,5879,16798
42861,5879,5954
42862,5879,12823
42863,5879,11617
42864,5879,4504
42865,5879,16983
42866,5879,3977
42867,5879,13674
42868,5879,14801
42869,5879,6859
42870,5879,2292
42871,5879,16468
42872,5879,7821
42873,5879,117
42874,5879,13911
42875,5879,9836
42876,5879,13122
42877,5879,4309
42878,5879,221
42879,5879,9950
42880,5879,3614
42881,5879,1651
42882,5879,916
42883,5879,15979
42884,5879,12064
42885,5879,2684
42886,5879,5193
42887,5879,13722
42888,5879,282
42889,5879,13986
42890,5879,13570
42891,5879,5421
42892,5879,9123
42893,5879,3469
42894,5879,1435
42895,5879,4394
42896,5879,5067
42897,5879,5508
42898,5879,16771
42899,5879,16122
42900,5879,11792
42901,5879,620
42902,5879,11313
42903,5879,15841
42904,5879,9448
42905,5879,1421
42906,5879,12
42907,5879,615
42908,5879,1830
42909,5879,16149
42910,5879,5533
42911,5879,9271
42912,5879,9466
42913,5879,15493
42914,5879,9691
42915,5879,9813
42916,5879,3904
42917,5879,10017
42918,5879,5907
42919,5879,8938
42920,5879,2868
42921,5879,2328
42922,5879,2701
42923,5879,825
42924,5879,15944
42925,5879,3944
42926,5879,9256
42927,5879,2649
42928,5879,11984
42929,5879,6387
42930,5879,8888
42931,5879,9079
42932,15348,13854
42933,15348,7577
42934,15348,10416
42935,15348,12990
42936,15348,6375
42937,15348,16214
42938,15348,8276
42939,15348,15816
42940,15348,4758
42941,15348,956
42942,15348,3502
42943,5939,8069
42944,5939,521
42945,6037,1074
42946,6069,7020
42947,6069,1557
42948,6069,5379
42949,6069,8093
42950,6069,1124
42951,6089,1784
42952,6152,1741
42953,6152,7928
42954,6152,3397
42955,6152,14831
42956,6152,14659
42957,6152,11932
42958,6152,6884
42959,6152,16717
42960,6152,10593
42961,6152,5693
42962,3901,2607
42963,3901,12041
42964,6219,11070
42965,6219,15317
42966,6219,338
42967,6219,2541
42968,6219,8169
42969,6219,15195
42970,6219,14203
42971,3694,12323
42972,3694,4348
42973,3694,2655
42974,3694,10594
42975,3694,11258
42976,6389,7890
42977,6389,9193
42978,6389,1430
42979,4183,9707
42980,4183,755
42981,4183,1507
42982,4183,11943
42983,4183,7323
42984,4183,150
42985,6449,15806
42986,6449,13397
42987,6449,836
42988,6449,6307
42989,6449,7954
42990,6449,8107
42991,6449,11057
42992,6449,15753
42993,6449,9597
42994,6449,8471
42995,6449,5233
42996,6449,5971
42997,6449,71
42998,6449,11368
42999,6449,9404
43000,6449,6686
43001,6556,12221
43002,6556,159
43003,6603,14492
43004,6603,10891
43005,14245,2405
43006,6767,7954
43007,6767,7250
43008,6767,9597
43009,6767,14404
43010,6767,10498
43011,9824,1900
43012,9824,15546
43013,9824,12122
43014,9824,12
43015,9824,10338
43016,9824,5728
43017,9824,11459
43018,9824,667
43019,6949,16120
43020,6949,6937
43021,6949,8676
43022,5586,5916
43023,5586,10075
43024,5586,9431
43025,7006,15323
43026,7006,14670
43027,7006,16570
43028,7006,2097
43029,15381,9114
43030,7360,7198
43031,7360,279
43032,7360,15567
43033,7360,4489
43034,7360,8750
43035,7360,5958
43036,7360,9989
43037,7360,9079
43038,7360,8060
43039,7360,7576
43040,7360,4348
43041,7360,8612
43042,7360,1513
43043,7360,15037
43044,7360,1316
43045,7465,12601
43046,7465,10611
43047,7545,14427
43048,7545,1048
43049,7545,10440
43050,7545,12162
43051,7545,3591
43052,7545,11028
43053,7545,2660
43054,7545,14778
43055,7545,7667
43056,10505,6889
43057,10505,15929
43058,10505,11147
43059,2456,10473
43060,2456,12058
43061,2456,15982
43062,2456,11480
43063,2456,7059
43064,2456,9968
43065,2456,12658
43066,2456,4280
43067,2456,2995
43068,2456,14408
43069,2456,17214
43070,7698,15840
43071,7698,12244
43072,7698,10484
43073,7762,12707
43074,7762,6452
43075,7762,9847
43076,7762,9034
43077,7762,10512
43078,7948,15816
43079,7948,6251
43080,7948,2365
43081,7948,1822
43082,8035,7592
43083,8035,16223
43084,8035,5437
43085,8035,10116
43086,8035,2050
43087,8035,9486
43088,8035,16495
43089,8035,12225
43090,8035,14788
43091,8035,10594
43092,8035,3581
43093,8035,5983
43094,8035,3890
43095,8035,4287
43096,8035,16421
43097,8035,4571
43098,8035,8663
43099,8035,1827
43100,8035,7995
43101,8035,16744
43102,8035,1986
43103,8035,14325
43104,8035,2115
43105,8035,956
43106,8035,3660
43107,8035,2838
43108,8035,8357
43109,8035,14009
43110,8035,5486
43111,8035,2083
43112,8035,16853
43113,8035,2670
43114,8035,462
43115,8035,16483
43116,8125,3051
43117,8125,11591
43118,8125,11207
43119,8125,1048
43120,8125,16751
43121,8125,14681
43122,17054,16714
43123,17054,1059
43124,17054,12779
43125,17054,14087
43126,17054,6029
43127,17054,5226
43128,17054,5491
43129,17054,1453
43130,17054,2809
43131,14930,15844
43132,4883,15816
43133,11534,17171
43134,11534,13073
43135,11534,7072
43136,8312,6638
43137,8312,6219
43138,8312,11014
43139,8312,1441
43140,8312,11545
43141,8312,15216
43142,8312,11749
43143,8312,4786
43144,8312,15971
43145,8408,1624
43146,8408,51
43147,8408,7791
43148,8408,4374
43149,8408,2574
43150,8408,747
43151,8408,8639
43152,8518,14538
43153,8518,4942
43154,8549,4802
43155,10091,9466
43156,10091,4769
43157,10091,10890
43158,10091,12547
43159,10091,5108
43160,10091,12698
43161,10091,8856
43162,10091,6348
43163,10091,1263
43164,10091,4571
43165,10091,1210
43166,10091,5888
43167,10091,7944
43168,10091,9206
43169,10091,828
43170,10091,2349
43171,10091,2554
43172,10091,4889
43173,10091,6879
43174,10091,549
43175,10091,8827
43176,10091,10998
43177,10091,4922
43178,10091,10312
43179,10091,1319
43180,10091,16853
43181,10091,14144
43182,10091,11725
43183,10091,17062
43184,10091,15277
43185,10091,6282
43186,10091,11421
43187,10091,13030
43188,10091,12323
43189,10091,14246
43190,10091,9644
43191,10091,11554
43192,10091,2670
43193,10091,12578
43194,10091,14459
43195,10091,8292
43196,10091,5541
43197,10091,12488
43198,10091,565
43199,10091,10894
43200,10091,8500
43201,10091,7797
43202,10091,10407
43203,10091,5113
43204,10091,9256
43205,10091,7844
43206,10091,17166
43207,10091,13614
43208,10091,9739
43209,10091,7713
43210,10091,8236
43211,10091,13315
43212,10091,1246
43213,10091,14487
43214,10091,5891
43215,15772,8172
43216,15772,2908
43217,3558,1980
43218,3558,10132
43219,15018,3667
43220,8766,17166
43221,8766,13073
43222,8766,3594
43223,8766,8502
43224,8766,11731
43225,8766,3581
43226,8766,2256
43227,8766,16234
43228,8766,13770
43229,8766,9939
43230,8766,14474
43231,8766,1210
43232,8766,7954
43233,8766,7099
43234,8766,168
43235,8766,15943
43236,8766,1421
43237,8766,14801
43238,8766,200
43239,8766,6483
43240,8766,3452
43241,8766,2701
43242,8766,10116
43243,8766,1615
43244,8766,14561
43245,8766,10292
43246,8766,15538
43247,8766,14508
43248,8766,10374
43249,8766,2349
43250,8766,9731
43251,8766,5919
43252,8766,34
43253,8766,8663
43254,8766,16060
43255,8766,10690
43256,8766,1218
43257,8766,10583
43258,8766,6209
43259,8766,14971
43260,8766,7995
43261,8766,8632
43262,8766,2546
43263,8766,883
43264,8766,13800
43265,8766,3660
43266,8766,10890
43267,11133,4128
43268,11133,3916
43269,11133,9931
43270,11133,15497
43271,11133,1710
43272,11133,8113
43273,9138,3420
43274,2961,9485
43275,9182,16068
43276,9182,9421
43277,9182,4439
43278,9182,2180
43279,9182,1622
43280,9182,1232
43281,9182,9959
43282,9182,1392
43283,9182,4976
43284,9182,3273
43285,9182,9403
43286,9182,16288
43287,9182,16299
43288,9182,847
43289,9182,17206
43290,9182,14955
43291,9182,14753
43292,9182,17101
43293,9182,10580
43294,9182,6570
43295,9182,2908
43296,9182,10130
43297,9182,10737
43298,9182,15432
43299,9182,9168
43300,9182,7230
43301,9182,4796
43302,9182,10080
43303,9182,13722
43304,9182,7092
43305,9182,6591
43306,9182,2835
43307,9182,10016
43308,9182,5683
43309,9182,13404
43310,9182,354
43311,9182,14406
43312,9182,1343
43313,9182,5704
43314,9182,5649
43315,9182,12124
43316,9182,4517
43317,9182,5467
43318,9182,1560
43319,9182,3933
43320,9182,15003
43321,9182,13107
43322,9182,14961
43323,9182,5155
43324,9182,11037
43325,9182,8686
43326,9182,1470
43327,9182,10533
43328,9182,7678
43329,9182,3825
43330,9182,4981
43331,9182,13236
43332,9182,5686
43333,9182,9432
43334,9422,5860
43335,9422,16337
43336,9422,15920
43337,9422,3701
43338,9422,3718
43339,9422,7944
43340,9422,5847
43341,9422,805
43342,9422,9240
43343,4640,11117
43344,4640,7494
43345,4640,15891
43346,9470,6509
43347,9470,2064
43348,9470,11817
43349,9470,14800
43350,9470,14240
43351,9470,10857
43352,9470,9298
43353,5430,2602
43354,9667,16271
43355,9667,4304
43356,6825,15513
43357,10305,15309
43358,10305,11873
43359,10305,16055
43360,10305,2224
43361,10305,12162
43362,10305,13183
43363,9883,11648
43364,16482,11309
43365,16482,13872
43366,16482,10243
43367,16482,344
43368,16482,6865
43369,16482,16744
43370,16482,6715
43371,16482,12
43372,16482,14932
43373,16482,5784
43374,16482,13141
43375,16482,14257
43376,16482,13243
43377,16482,15636
43378,16482,14429
43379,16482,2558
43380,16482,251
43381,16482,8035
43382,16482,7797
43383,16482,12289
43384,16482,7255
43385,16482,3614
43386,11026,14822
43387,11026,5612
43388,11026,13548
43389,11026,12146
43390,9946,5479
43391,9946,1463
43392,9946,14741
43393,9946,6098
43394,9946,12908
43395,9946,10161
43396,16027,17171
43397,16027,4553
43398,16027,2418
43399,16027,6950
43400,16027,2259
43401,16027,12073
43402,4912,14254
43403,4912,1563
43404,13120,11344
43405,10426,16639
43406,10426,10899
43407,10426,12037
43408,10426,8515
43409,10426,2999
43410,10602,11215
43411,10602,17078
43412,10602,1395
43413,10602,13640
43414,5230,1517
43415,5230,6044
43416,14903,4390
43417,14903,15067
43418,14903,4204
43419,13210,12041
43420,13210,7794
43421,13210,8531
43422,14006,2147
43423,14006,521
43424,14006,7954
43425,11034,7190
43426,11034,1521
43427,11034,20
43428,11034,13073
43429,11034,14651
43430,11034,12430
43431,11034,14631
43432,11034,3412
43433,11034,13770
43434,11034,14561
43435,11034,11515
43436,11034,7494
43437,11034,725
43438,11081,9382
43439,11081,3127
43440,13967,503
43441,13967,10056
43442,13967,4295
43443,13967,9826
43444,13967,4524
43445,7226,5989
43446,11253,733
43447,11253,157
43448,11253,17171
43449,11253,5390
43450,11284,11154
43451,11284,102
43452,11284,16717
43453,11440,6472
43454,11440,2488
43455,11440,357
43456,11440,13073
43457,11488,14755
43458,11596,7881
43459,11596,11461
43460,11596,8533
43461,11596,5180
43462,11596,5499
43463,11596,6394
43464,11596,11572
43465,11596,2365
43466,11596,7679
43467,11596,13311
43468,11612,16682
43469,11612,8617
43470,11612,8257
43471,11612,14724
43472,11612,5694
43473,11612,10478
43474,11612,9480
43475,11612,15449
43476,11612,13981
43477,11612,4449
43478,11612,11582
43479,11612,8259
43480,11612,8266
43481,11612,3696
43482,11612,14082
43483,11612,6570
43484,11612,11815
43485,11612,4388
43486,11612,11762
43487,11612,997
43488,11612,13027
43489,11612,398
43490,11612,5788
43491,11612,12644
43492,11612,4149
43493,11612,9615
43494,6651,5543
43495,6651,14761
43496,2098,3122
43497,2098,14354
43498,2098,15891
43499,2098,11165
43500,2098,13570
43501,2098,14812
43502,2098,13073
43503,2098,6279
43504,2098,7844
43505,2098,16421
43506,2098,828
43507,2098,10437
43508,2098,11001
43509,2098,16516
43510,2098,15228
43511,2098,17171
43512,2098,6950
43513,2098,10818
43514,2098,184
43515,2098,221
43516,2098,11339
43517,2098,2009
43518,2098,11375
43519,2098,13197
43520,2098,13328
43521,10662,8788
43522,10662,1420
43523,10662,6251
43524,10662,12384
43525,10662,6077
43526,10662,9585
43527,10662,11944
43528,10662,2043
43529,10662,9615
43530,10662,9057
43531,10662,3416
43532,10662,15613
43533,10662,6934
43534,12028,5
43535,12028,1114
43536,12028,14464
43537,12032,589
43538,12032,2551
43539,12032,757
43540,12032,6354
43541,12032,9431
43542,12032,6289
43543,12032,6053
43544,12032,17183
43545,12032,12091
43546,12032,13564
43547,12032,2251
43548,12032,8578
43549,12032,6854
43550,12032,9516
43551,12032,13561
43552,12032,6391
43553,12174,2908
43554,12174,2678
43555,12242,9359
43556,12256,8382
43557,12256,12244
43558,12256,4531
43559,12256,14788
43560,12256,10072
43561,12256,4726
43562,12256,3408
43563,12256,5247
43564,12256,7944
43565,12256,10252
43566,12256,251
43567,12256,2259
43568,12256,12785
43569,12256,4523
43570,12256,7854
43571,12282,17083
43572,12282,9587
43573,12282,6896
43574,12282,6072
43575,12282,6770
43576,12282,2418
43577,12282,16516
43578,12282,229
43579,12282,2614
43580,4210,9658
43581,4210,6840
43582,4210,11386
43583,4210,3315
43584,4210,10684
43585,12477,4592
43586,12477,6638
43587,12477,14944
43588,12477,10174
43589,12477,1807
43590,12477,4263
43591,12477,15480
43592,13289,10593
43593,13289,7365
43594,16077,1430
43595,4068,561
43596,4068,7313
43597,12755,12390
43598,12755,11591
43599,12755,4390
43600,10812,14467
43601,10812,8265
43602,10812,3639
43603,10812,608
43604,10812,13589
43605,10812,16466
43606,10812,3266
43607,10812,2009
43608,10812,10033
43609,10812,4115
43610,10812,11117
43611,10812,1987
43612,10812,15929
43613,10812,10690
43614,10812,5247
43615,10812,3046
43616,12986,4146
43617,12986,10782
43618,12986,646
43619,12986,12051
43620,12986,487
43621,12986,4910
43622,12986,800
43623,12986,9693
43624,12986,13619
43625,12986,12250
43626,12986,12888
43627,12986,6706
43628,12986,8785
43629,12986,4683
43630,12986,1405
43631,12986,11615
43632,12986,17008
43633,12986,10459
43634,12986,10863
43635,12986,15570
43636,12986,2608
43637,12986,3698
43638,12986,13992
43639,13007,15734
43640,13007,942
43641,13007,5422
43642,13007,10566
43643,13007,2609
43644,13007,2753
43645,13007,12604
43646,13007,10570
43647,13007,8454
43648,13007,9562
43649,13007,13379
43650,13007,1048
43651,13007,3077
43652,13007,10857
43653,13007,490
43654,13007,14996
43655,13007,5532
43656,13007,13313
43657,13007,12311
43658,13007,2570
43659,13007,1400
43660,13007,9553
43661,13007,6047
43662,13007,13240
43663,13007,14696
43664,13007,6974
43665,13007,3415
43666,13007,1630
43667,13007,991
43668,13007,7328
43669,13007,16697
43670,13007,6068
43671,13007,11873
43672,13007,12612
43673,13007,8020
43674,13007,8581
43675,13007,16292
43676,13007,452
43677,13007,15490
43678,13132,5386
43679,13132,4396
43680,13132,2646
43681,13201,11846
43682,13201,13872
43683,13201,11117
43684,13201,13116
43685,13201,544
43686,13201,344
43687,13218,15997
43688,10320,15963
43689,10320,14467
43690,10320,10418
43691,10320,789
43692,10320,2837
43693,10320,2908
43694,10320,9007
43695,10320,8899
43696,10320,732
43697,10882,85
43698,13670,6621
43699,13670,2136
43700,13288,621
43701,13288,15542
43702,13318,12080
43703,13318,16475
43704,13318,9544
43705,13318,2637
43706,13318,16601
43707,13318,16922
43708,13318,4059
43709,13318,2028
43710,13318,13397
43711,13318,5797
43712,13318,4830
43713,13318,11636
43714,13318,11310
43715,13318,4833
43716,13318,10012
43717,13318,532
43718,13409,12016
43719,13409,10130
43720,13409,9085
43721,13409,6594
43722,13409,11731
43723,13409,16682
43724,13409,8181
43725,13409,5788
43726,13409,6010
43727,13409,6186
43728,13409,14012
43729,13409,6071
43730,13409,1548
43731,13409,5318
43732,13409,10086
43733,13442,1087
43734,11525,14151
43735,11525,13934
43736,13468,5413
43737,13468,13193
43738,13580,15479
43739,13580,10081
43740,13580,7795
43741,13621,893
43742,13637,15359
43743,13816,15576
43744,13816,4081
43745,13816,16395
43746,13816,1882
43747,5524,4795
43748,5524,14042
43749,5524,14853
43750,5524,11309
43751,5524,13195
43752,14071,16785
43753,14071,8502
43754,14071,9466
43755,14071,9104
43756,14170,1346
43757,14170,13547
43758,14170,2854
43759,14170,1784
43760,14170,12988
43761,14170,9989
43762,14170,8663
43763,14170,1289
43764,14170,9277
43765,14170,11870
43766,14170,1896
43767,14170,2701
43768,14170,5537
43769,14170,5383
43770,14170,34
43771,14170,7205
43772,14170,48
43773,14180,5478
43774,14180,5711
43775,14372,4171
43776,14372,470
43777,14372,16914
43778,14372,154
43779,14372,5144
43780,14372,12650
43781,14372,2398
43782,14372,1908
43783,14372,1437
43784,14372,8369
43785,14372,454
43786,14372,15506
43787,14372,3068
43788,14372,11555
43789,14372,4339
43790,14372,1292
43791,14372,9225
43792,14372,14693
43793,14372,11431
43794,14372,8222
43795,14372,16643
43796,14372,9739
43797,16785,10108
43798,16785,746
43799,16785,12244
43800,16785,10080
43801,16785,4570
43802,16785,14275
43803,16785,5991
43804,16785,8797
43805,16785,7788
43806,16785,13073
43807,16785,11831
43808,16785,2486
43809,16785,16920
43810,16785,221
43811,16785,4087
43812,16785,538
43813,16785,4604
43814,16785,13932
43815,16785,4504
43816,16785,2418
43817,16785,4452
43818,16785,9904
43819,16785,20
43820,16785,7935
43821,16785,15532
43822,16785,2488
43823,16785,17166
43824,16785,7242
43825,16785,2279
43826,16785,10047
43827,16785,7464
43828,15023,11711
43829,15023,15005
43830,15023,10116
43831,15023,8382
43832,15023,13569
43833,15023,6016
43834,15023,443
43835,15023,8556
43836,15023,1187
43837,15023,7178
43838,15023,5253
43839,15023,2063
43840,15023,4380
43841,15023,13307
43842,15023,11184
43843,15023,733
43844,15023,405
43845,15023,11870
43846,15023,8725
43847,15023,1837
43848,15023,12556
43849,15023,3825
43850,15023,7198
43851,15023,8786
43852,15023,12317
43853,15023,3263
43854,15023,14325
43855,15023,15433
43856,15023,2599
43857,15023,15231
43858,15023,11283
43859,15054,7521
43860,15054,12927
43861,15054,2606
43862,15054,5021
43863,15054,7190
43864,15054,13073
43865,15054,957
43866,15054,3817
43867,15054,4713
43868,15054,1622
43869,4399,4896
43870,4399,15982
43871,4399,13879
43872,4399,777
43873,4399,7846
43874,4399,9968
43875,15933,11963
43876,15933,10251
43877,15933,12990
43878,15933,5453
43879,15933,13997
43880,15933,9633
43881,965,956
43882,16905,12604
43883,15318,6969
43884,15318,8120
43885,15318,12912
43886,15318,434
43887,9462,14325
43888,15380,199
43889,15380,3285
43890,15380,15321
43891,15380,14739
43892,15380,12884
43893,15380,2200
43894,15380,9806
43895,15380,14709
43896,8282,9623
43897,6445,14149
43898,6445,12683
43899,6445,16879
43900,5444,357
43901,5444,14275
43902,15603,2418
43903,15603,2235
43904,15603,9896
43905,16029,16109
43906,16029,17171
43907,16029,3682
43908,16029,14730
43909,210,1663
43910,210,15016
43911,210,3953
43912,210,6982
43913,210,7954
43914,210,2713
43915,210,13759
43916,210,15535
43917,15763,681
43918,15763,9788
43919,15763,9404
43920,11325,3388
43921,11325,10949
43922,11325,16337
43923,11325,7602
43924,11325,10041
43925,11325,16234
43926,11325,13579
43927,11325,14151
43928,11325,6733
43929,11325,12285
43930,16617,2701
43931,16617,16204
43932,16617,16352
43933,16617,118
43934,15990,3445
43935,16133,16156
43936,16133,1192
43937,16133,3148
43938,16133,16544
43939,16133,14493
43940,16133,7996
43941,16133,52
43942,16133,14788
43943,16133,5601
43944,16133,12143
43945,16133,15523
43946,16133,7685
43947,16133,2424
43948,16133,6436
43949,16133,10776
43950,16133,16788
43951,16133,2476
43952,16133,9116
43953,16133,14924
43954,16133,16691
43955,16133,6044
43956,16133,15137
43957,16133,3523
43958,16133,13377
43959,16133,7353
43960,16133,3381
43961,16133,6750
43962,16133,1675
43963,16133,102
43964,16133,9324
43965,16133,12239
43966,16133,9892
43967,16133,16446
43968,7129,15135
43969,7129,904
43970,7129,15887
43971,7129,5614
43972,7129,9284
43973,7129,2908
43974,7129,16684
43975,7129,11043
43976,7129,16866
43977,7129,9250
43978,7129,5970
43979,7129,2168
43980,7129,2368
43981,7129,15828
43982,7129,4498
43983,7129,13858
43984,7129,13901
43985,7129,296
43986,7129,13181
43987,7129,1545
43988,7129,14270
43989,7129,15661
43990,7129,5857
43991,7129,6960
43992,16261,14026
43993,16261,3671
43994,16261,7562
43995,16261,16067
43996,16261,5532
43997,4381,9909
43998,13300,11309
43999,13300,2646
44000,13300,11906
44001,13300,2418
44002,13300,4694
44003,13300,14325
44004,13300,14803
44005,13300,9931
44006,16366,1156
44007,16366,1900
44008,16366,1218
44009,16366,8346
44010,16366,4873
44011,16366,6021
44012,16369,12091
44013,16369,4789
44014,16369,15748
44015,12045,9118
44016,16398,4276
44017,16398,15146
44018,11446,3952
44019,11446,13600
44020,1843,5034
44021,1843,15678
44022,1843,2646
44023,16864,14238
44024,16864,10119
44025,16864,11057
44026,16864,9544
44027,17188,3199
44028,16998,2200
44029,16998,201
44030,16998,1430
44031,16998,5051
44032,16998,3243
44033,16998,13663
44034,16998,5290
44035,16998,15036
44036,16998,15616
44037,16998,15195
44038,16998,12151
44039,16998,14739
44040,16998,9112
44041,16998,15067
44042,16998,2367
44043,16998,16174
44044,16998,4248
44045,16998,7524
44046,16998,12228
44047,16998,15982
44048,16998,9331
44049,16998,14758
44050,17117,1867
44051,17117,12041
44052,17117,1430
44053,1901,3189
44054,1901,2592
44055,1901,99
44056,1901,11552
44057,1901,3177
44058,1901,9597
44059,1901,8932
44060,1901,10500
44061,1901,3698
44062,1901,3614
44063,1901,1261
44064,1901,5733
44065,1901,16326
44066,1901,1405
44067,1901,6590
44068,1901,3169
44069,1901,9284
44070,1901,13222
44071,1901,521
44072,1901,4796
44073,1901,7371
44074,1901,2491
44075,1901,15785
44076,1901,5600
44077,1901,10193
44078,1901,13301
44079,1901,6785
44080,1901,13302
44081,1901,16195
44082,1901,2619
44083,1901,2334
44084,1901,14025
44085,1901,8290
44086,1901,4917
44087,1901,10750
44088,1901,13073
44089,1901,1941
44090,1901,7633
44091,1901,9421
44092,1901,290
44093,1901,9693
44094,1901,8776
44095,1901,12535
44096,1901,11873
44097,1901,15976
44098,1901,229
44099,2190,1232
44100,2190,5537
44101,394,8541
44102,394,5995
44103,458,1755
44104,502,11057
44105,502,3845
44106,502,4360
44107,502,5581
44108,502,2423
44109,502,639
44110,502,17116
44111,502,3762
44112,617,7619
44113,617,4042
44114,760,13020
44115,760,11731
44116,768,398
44117,768,5478
44118,768,6103
44119,768,10661
44120,768,3913
44121,768,6577
44122,768,6074
44123,768,13707
44124,768,4388
44125,768,15803
44126,768,930
44127,768,3130
44128,768,3671
44129,768,4573
44130,768,388
44131,768,11194
44132,768,3301
44133,768,1209
44134,2859,3011
44135,5889,8
44136,156,5279
44137,156,624
44138,156,11943
44139,1031,11467
44140,1031,16074
44141,1031,3801
44142,1031,12890
