,userid,itemid
8741,16910,33206
8742,16910,21294
8743,13444,3967
8744,13444,29250
8745,13444,569
8746,13444,33978
8747,16912,14957
8748,16913,20240
8749,16913,17685
8750,16913,31930
8751,16913,22831
8752,16913,37758
8753,16913,12165
8754,16913,6487
8755,16913,5502
8756,16913,19951
8757,16913,8434
8758,16913,36571
8759,16913,14707
8760,16913,27564
8761,16913,24840
8762,16913,35213
8763,7761,37248
8764,7761,11646
8765,7761,36891
8766,7761,3777
8767,7761,28110
8768,10560,2435
8769,10560,4552
8770,10560,7529
8771,12208,23731
8772,12208,18870
8773,12209,22917
8774,12209,14533
8775,12209,32755
8776,12204,2610
8777,12204,33201
8778,12204,35168
8779,12204,30795
8780,12204,33272
8781,12204,12997
8782,12204,20160
8783,12204,21007
8784,12204,28253
8785,12204,21288
8786,12204,12626
8787,12204,19133
8788,12204,14801
8789,12204,7129
8790,12204,26053
8791,12204,16087
8792,12204,25490
8793,12204,30852
8794,12204,9922
8795,12204,17031
8796,12204,7781
8797,12204,29522
8798,12204,19528
8799,12204,18256
8800,12204,15602
8801,12204,28044
8802,9740,18995
8803,9740,35424
8804,9740,2042
8805,6237,6535
8806,6237,12790
8807,6237,24467
8808,6237,1343
8809,12207,184
8810,12207,24597
8811,12207,8434
8812,12200,27153
8813,12200,29080
8814,12200,1343
8815,12200,37772
8816,12200,29505
8817,12200,36379
8818,12200,20666
8819,12200,24329
8820,12201,34185
8821,12201,12009
8822,12201,33081
8823,12201,1603
8824,12201,22368
8825,12201,4187
8826,6233,28709
8827,6233,26818
8828,6233,19173
8829,6233,28116
8830,6233,10596
8831,6233,21486
8832,6233,17296
8833,6233,30009
8834,12203,2923
8835,12203,18175
8836,12203,37328
8837,12203,7646
8838,12203,26370
8839,12203,15586
8840,12203,5895
8841,12203,22114
8842,12203,9309
8843,12203,9538
8844,8872,23953
8845,8872,19233
8846,8872,35858
8847,8872,5512
8848,693,2892
8849,693,14798
8850,693,8043
8851,693,28459
8852,693,17280
8853,693,12872
8854,693,29212
8855,10564,18711
8856,10564,13697
8857,10564,32713
8858,10564,38144
8859,10564,11463
8860,10564,881
8861,8111,36859
8862,8111,32733
8863,8111,23433
8864,8111,22185
8865,8111,36721
8866,91,26103
8867,91,17812
8868,91,26778
8869,91,10291
8870,91,8205
8871,91,16402
8872,91,19016
8873,91,663
8874,91,2545
8875,91,24743
8876,91,13934
8877,91,30446
8878,91,32682
8879,91,12257
8880,91,62
8881,91,7431
8882,10518,30228
8883,10518,23052
8884,10518,27474
8885,10518,7855
8886,10518,13997
8887,10518,11281
8888,10518,9626
8889,10518,25939
8890,10518,34647
8891,10518,2206
8892,10518,6495
8893,10518,17692
8894,10518,19669
8895,10518,5984
8896,10518,21752
8897,10519,30745
8898,10519,11604
8899,10519,29841
8900,9779,1667
8901,9779,20263
8902,9779,6579
8903,9779,27541
8904,9779,30228
8905,9779,34428
8906,9778,28407
8907,9778,6975
8908,9778,31394
8909,9778,38312
8910,10512,9209
8911,10512,2191
8912,10512,6593
8913,10512,27098
8914,10512,13006
8915,10512,23616
8916,10512,17258
8917,10512,19440
8918,10512,36995
8919,10512,18170
8920,10512,18660
8921,10512,17871
8922,10512,22534
8923,10512,5437
8924,10512,10754
8925,10512,5038
8926,10513,1546
8927,10513,36585
8928,10513,10485
8929,10513,35016
8930,10513,5540
8931,10513,31434
8932,10513,6225
8933,10513,3424
8934,10510,1505
8935,10510,11146
8936,10510,1182
8937,10511,25208
8938,10511,2101
8939,10511,3587
8940,10511,3198
8941,10511,11302
8942,10516,12241
8943,10516,23347
8944,10516,27741
8945,10516,16535
8946,10517,31213
8947,10517,3268
8948,10517,34801
8949,9773,4242
8950,9773,23093
8951,9773,22667
8952,9773,22432
8953,10515,31360
8954,10515,6804
8955,10515,30299
8956,10515,13326
8957,14981,34265
8958,14981,18161
8959,14980,33780
8960,14980,22710
8961,14980,21097
8962,14980,33223
8963,14980,27609
8964,14983,4907
8965,14983,36976
8966,14983,32303
8967,14983,14943
8968,14982,32954
8969,14982,35479
8970,14982,16607
8971,14982,10527
8972,14982,2404
8973,14982,14130
8974,8862,33711
8975,14984,11350
8976,14984,18177
8977,14984,24984
8978,14984,19949
8979,14984,10966
8980,14984,13639
8981,14984,25753
8982,14984,23602
8983,8860,4743
8984,8860,2424
8985,8860,36912
8986,8860,34137
8987,8860,36
8988,8860,8786
8989,8860,26438
8990,8860,30861
8991,8861,27098
8992,8861,34053
8993,14989,31602
8994,14989,15306
8995,14989,10038
8996,14989,25441
8997,14989,14169
8998,14988,28915
8999,8868,14361
9000,8868,22231
9001,8868,21476
9002,8868,37259
9003,8868,32129
9004,8868,26700
9005,8868,30098
9006,8868,17862
9007,8868,1618
9008,8868,31042
9009,8868,9041
9010,8868,11082
9011,8868,13624
9012,8868,21015
9013,8868,31944
9014,8868,24400
9015,8869,32719
9016,8869,13061
9017,8869,28565
9018,8869,20516
9019,8869,4774
9020,8869,10153
9021,8869,2691
9022,8869,13528
9023,8869,19365
9024,8869,14120
9025,8869,11253
9026,818,34287
9027,818,32409
9028,818,1809
9029,818,9789
9030,818,24566
9031,818,3696
9032,818,27620
9033,818,15552
9034,818,35228
9035,818,22390
9036,818,12192
9037,818,15530
9038,818,9665
9039,818,10991
9040,818,25502
9041,818,22584
9042,818,17497
9043,819,15588
9044,819,32658
9045,819,25278
9046,819,18332
9047,12108,6735
9048,12108,33820
9049,12108,2378
9050,12108,28823
9051,12108,1770
9052,12108,37799
9053,12108,15634
9054,12108,33192
9055,12108,31793
9056,12108,30145
9057,12108,33918
9058,12108,23893
9059,12108,30637
9060,12108,24500
9061,12108,23749
9062,12108,30050
9063,12108,19258
9064,12108,9830
9065,12108,35269
9066,810,36859
9067,810,13708
9068,810,4187
9069,810,37977
9070,810,14039
9071,811,34376
9072,811,1446
9073,811,35283
9074,811,28974
9075,811,22558
9076,811,34828
9077,812,19493
9078,812,20139
9079,812,25906
9080,812,8470
9081,812,6794
9082,812,15412
9083,812,31221
9084,812,37287
9085,812,13189
9086,812,34651
9087,812,20005
9088,812,21759
9089,812,3057
9090,812,37741
9091,812,9967
9092,812,27491
9093,812,31949
9094,812,31669
9095,812,19211
9096,812,22456
9097,812,18995
9098,812,4212
9099,812,3443
9100,812,19176
9101,812,4365
9102,812,2694
9103,812,14169
9104,812,4189
9105,812,29760
9106,812,3389
9107,812,32956
9108,812,10398
9109,812,37402
9110,812,833
9111,812,27756
9112,812,15274
9113,812,20238
9114,812,30108
9115,812,28980
9116,812,12065
9117,812,13672
9118,812,36689
9119,812,25341
9120,812,6194
9121,812,6289
9122,812,35875
9123,812,150
9124,812,32281
9125,812,15470
9126,812,20790
9127,812,20431
9128,812,33013
9129,812,6999
9130,812,9977
9131,812,35546
9132,812,20410
9133,812,8550
9134,812,22508
9135,812,31799
9136,812,31505
9137,812,32609
9138,812,37769
9139,812,14468
9140,812,18540
9141,812,27444
9142,813,14593
9143,813,9638
9144,813,32847
9145,813,31602
9146,813,21850
9147,813,10544
9148,814,31551
9149,814,30016
9150,814,15941
9151,814,36585
9152,814,23076
9153,814,21481
9154,814,13630
9155,814,32713
9156,815,7469
9157,815,34084
9158,815,12201
9159,815,25358
9160,815,33933
9161,815,27326
9162,815,25210
9163,815,14394
9164,816,29296
9165,816,17526
9166,817,24091
9167,817,21122
9168,817,29918
9169,817,1406
9170,817,14241
9171,817,818
9172,817,28980
9173,817,34613
9174,3495,18955
9175,3495,7870
9176,3495,19012
9177,6366,12605
9178,6366,2288
9179,6366,26685
9180,6366,31602
9181,12701,10855
9182,12701,30311
9183,12701,10623
9184,12701,12665
9185,12701,35281
9186,12701,23318
9187,12701,36887
9188,12701,11715
9189,1700,963
9190,1700,22801
9191,1700,36184
9192,1700,25882
9193,1700,10500
9194,1700,2230
9195,1700,28149
9196,1700,25331
9197,1700,38026
9198,1700,13028
9199,1701,34370
9200,1701,11930
9201,1701,22612
9202,5265,6535
9203,5265,3708
9204,5265,29116
9205,5265,27924
9206,5265,9496
9207,5264,7018
9208,5264,33530
9209,5264,19217
9210,5264,9548
9211,5264,8629
9212,5264,1696
9213,5264,16188
9214,1704,7153
9215,1704,26069
9216,1704,4773
9217,1704,17798
9218,1704,15097
9219,1704,13757
9220,1704,18440
9221,1704,45
9222,1704,19369
9223,5262,36483
9224,5262,8183
9225,5262,27780
9226,5262,27711
9227,5261,22465
9228,5261,37350
9229,5261,21193
9230,5261,1188
9231,5261,38007
9232,5261,4635
9233,5261,20645
9234,5261,11811
9235,2094,22036
9236,2094,19454
9237,2094,24196
9238,2094,8519
9239,2094,21486
9240,2094,30553
9241,2094,19987
9242,2094,32349
9243,2094,28060
9244,2094,19397
9245,2094,2979
9246,2094,24787
9247,2094,35150
9248,2094,16075
9249,14181,32277
9250,14181,30815
9251,14181,25155
9252,14181,15677
9253,14181,37700
9254,14181,482
9255,14181,6354
9256,14181,2346
9257,14181,918
9258,14181,18075
9259,14181,25795
9260,1709,28338
9261,1709,1047
9262,1709,3870
9263,1709,36479
9264,1709,23186
9265,1709,13419
9266,14183,10798
9267,14183,33999
9268,14182,15628
9269,14182,27160
9270,14182,21527
9271,14182,12025
9272,14185,8478
9273,14185,26404
9274,14185,6999
9275,14185,3443
9276,14185,24375
9277,14185,28777
9278,14185,30552
9279,14185,21583
9280,14184,1376
9281,14184,13965
9282,14184,3317
9283,14184,32106
9284,14184,4552
9285,14184,33052
9286,14184,30022
9287,14184,3060
9288,14184,19178
9289,14184,17420
9290,14184,20085
9291,14184,1327
9292,14184,10605
9293,14184,17415
9294,14184,12440
9295,14184,29136
9296,5269,25257
9297,5269,33945
9298,5269,28648
9299,5269,13471
9300,5268,23097
9301,5268,31949
9302,15854,8939
9303,15854,20954
9304,15854,27042
9305,15855,23437
9306,15855,19958
9307,15855,7425
9308,15855,32262
9309,15855,33206
9310,15855,34046
9311,15855,4993
9312,15855,26806
9313,15855,26510
9314,15855,23465
9315,15855,3587
9316,15855,11133
9317,15855,25906
9318,15855,1137
9319,15855,22992
9320,15855,38255
9321,15855,15761
9322,15856,16452
9323,15856,10100
9324,15856,16459
9325,15856,29785
9326,15856,26760
9327,15856,32127
9328,15856,3236
9329,15856,29501
9330,15857,17073
9331,15857,7402
9332,15850,19147
9333,15850,34703
9334,15850,31212
9335,15850,23717
9336,15850,17707
9337,15850,17034
9338,15850,23600
9339,15850,7958
9340,15850,6687
9341,15850,23636
9342,15850,27486
9343,15850,3057
9344,15850,6075
9345,15850,37605
9346,15850,16566
9347,15850,9093
9348,15850,28276
9349,15850,36347
9350,15850,30193
9351,15850,36947
9352,15850,10504
9353,15850,3368
9354,15850,22009
9355,15851,36558
9356,15851,24868
9357,15851,261
9358,15851,21155
9359,15851,24822
9360,15851,16340
9361,15851,20254
9362,15851,14467
9363,15851,31764
9364,15851,17312
9365,15851,33623
9366,15851,16919
9367,15851,17041
9368,15851,12940
9369,15851,33655
9370,15851,28752
9371,15851,18549
9372,15851,10223
9373,15851,31987
9374,15851,20100
9375,15851,7400
9376,15851,15506
9377,15851,1160
9378,15851,36860
9379,15851,10040
9380,15851,842
9381,15851,31141
9382,15851,20235
9383,15851,18670
9384,15851,2061
9385,15851,26129
9386,15851,29140
9387,15851,20825
9388,15851,2360
9389,15851,8286
9390,15851,23744
9391,15851,28181
9392,15851,25091
9393,15851,29419
9394,15851,30418
9395,15851,10275
9396,15851,33153
9397,15851,17697
9398,15851,3427
9399,15851,37845
9400,15851,26901
9401,15851,12735
9402,15851,15494
9403,15851,9201
9404,15851,5696
9405,15851,23751
9406,15851,20252
9407,15851,20697
9408,15851,35010
9409,15851,22405
9410,15851,9580
9411,15851,25947
9412,15851,19356
9413,15851,12619
9414,15851,4997
9415,15851,24862
9416,15851,3917
9417,15851,22763
9418,15851,36404
9419,15851,13630
9420,15851,28834
9421,15851,12380
9422,15851,29247
9423,15851,22039
9424,15851,18932
9425,15851,35978
9426,15851,28952
9427,15851,32194
9428,15851,15353
9429,15851,28788
9430,15851,20992
9431,15851,21560
9432,15851,34045
9433,15851,17060
9434,15851,9419
9435,15851,34891
9436,15851,18618
9437,15851,33084
9438,15851,3418
9439,15851,1783
9440,15851,7517
9441,15851,18218
9442,15851,28093
9443,15851,15085
9444,15851,29322
9445,15851,23035
9446,15851,24008
9447,15851,19235
9448,15851,14596
9449,15851,3955
9450,15851,24563
9451,15851,21891
9452,15851,7634
9453,15851,37161
9454,15851,29802
9455,15851,32673
9456,15851,38159
9457,15851,35287
9458,15851,19842
9459,15851,22088
9460,15851,19168
9461,15851,35560
9462,15851,21514
9463,15851,4839
9464,15851,33956
9465,15851,17098
9466,15851,26319
9467,15851,4877
9468,15851,32980
9469,15851,19912
9470,15851,16955
9471,15851,23953
9472,15851,21730
9473,15851,22269
9474,15851,5181
9475,15851,22963
9476,15851,25459
9477,15851,16972
9478,15851,24268
9479,15851,10453
9480,15851,28271
9481,15851,5457
9482,15851,10836
9483,15851,3653
9484,15851,28416
9485,15851,5295
9486,15851,13438
9487,15851,96
9488,15851,4191
9489,15851,3466
9490,15851,26521
9491,15851,5399
9492,15851,16941
9493,15851,4810
9494,15851,14379
9495,15851,32354
9496,15851,22640
9497,15851,12196
9498,15851,32173
9499,15851,11196
9500,15851,31390
9501,15851,27746
9502,15851,12725
9503,15851,11200
9504,15851,1204
9505,15851,16630
9506,15851,23981
9507,15851,30259
9508,15851,19863
9509,15851,8885
9510,15851,37143
9511,15851,7328
9512,15851,9063
9513,15851,24665
9514,15851,21391
9515,15851,17515
9516,15851,14894
9517,15851,36217
9518,15851,23376
9519,15851,32186
9520,15851,6080
9521,15851,28581
9522,15851,7541
9523,15851,29566
9524,15851,27744
9525,15851,9678
9526,15851,16490
9527,15851,33542
9528,15851,14825
9529,10231,16930
9530,10231,9616
9531,10231,35755
9532,10231,10830
9533,15853,12599
9534,15853,17203
9535,15853,26444
9536,15853,20677
9537,15853,6360
9538,15853,25275
9539,15853,33624
9540,15853,210
9541,4574,24383
9542,4574,11048
9543,4574,23458
9544,4574,29340
9545,4574,25412
9546,4574,33051
9547,15858,33552
9548,15858,6550
9549,15858,15020
9550,15858,22486
9551,15858,8697
9552,15858,19932
9553,15858,34031
9554,15858,638
9555,15858,18360
9556,15858,5558
9557,15858,4989
9558,15858,10571
9559,15858,1344
9560,15858,30218
9561,15858,24491
9562,15858,4014
9563,15858,32218
9564,15858,18111
9565,15858,29928
9566,15858,7797
9567,15858,12828
9568,15858,11788
9569,15858,25250
9570,15858,903
9571,15858,17929
9572,15858,21266
9573,15858,7103
9574,15858,37288
9575,15858,33740
9576,15858,10249
9577,15858,5956
9578,15858,28431
9579,15858,8327
9580,15858,2951
9581,15858,35543
9582,15858,14471
9583,15858,14034
9584,15858,13095
9585,15858,24692
9586,15858,10733
9587,15858,26738
9588,15858,23891
9589,15858,33769
9590,15858,18538
9591,15858,32799
9592,15858,10343
9593,15858,35628
9594,15858,32321
9595,15859,9448
9596,15859,36561
9597,15859,31646
9598,15859,17185
9599,2090,19710
9600,2090,33082
9601,2090,30227
9602,6364,34207
9603,6364,34954
9604,6364,35791
9605,6364,6010
9606,6364,14751
9607,13443,9243
9608,13443,17085
9609,13443,1251
9610,13443,10309
9611,13407,31926
9612,13407,4574
9613,13407,8484
9614,309,4970
9615,309,16123
9616,309,12256
9617,309,23324
9618,309,2714
9619,13406,10011
9620,13406,26626
9621,13406,15353
9622,13406,6559
9623,13406,24404
9624,13406,17355
9625,13406,36007
9626,13406,9879
9627,13406,29021
9628,13406,37312
9629,13406,17354
9630,13406,10515
9631,13406,25394
9632,13406,11323
9633,13406,29767
9634,13406,32396
9635,13406,5799
9636,13406,19773
9637,13406,30439
9638,13406,12718
9639,13406,20127
9640,13406,9187
9641,13406,28330
9642,13406,19670
9643,13406,22625
9644,13406,28635
9645,13406,12045
9646,13406,24731
9647,13406,12961
9648,13406,38023
9649,14325,12544
9650,14325,22072
9651,14325,4839
9652,14325,34360
9653,14325,6274
9654,14325,24323
9655,14325,10353
9656,14325,21063
9657,14325,32484
9658,14325,35725
9659,14325,20845
9660,14325,2604
9661,14325,8530
9662,14325,24752
9663,14325,17638
9664,14325,13366
9665,14325,15495
9666,14325,33028
9667,14325,5903
9668,14325,27224
9669,14325,2507
9670,14325,27204
9671,14325,9339
9672,14325,1431
9673,14325,6052
9674,14325,21292
9675,14325,30228
9676,14325,38095
9677,14325,1965
9678,14325,19471
9679,14325,4189
9680,14325,9243
9681,14325,23717
9682,14325,25318
9683,14325,34731
9684,14325,20850
9685,14325,4951
9686,14325,8147
9687,14325,419
9688,14325,28880
9689,14325,32540
9690,14325,37547
9691,14325,10095
9692,14325,29324
9693,14325,18758
9694,14325,9632
9695,14325,25116
9696,14325,9945
9697,14325,29085
9698,14325,15079
9699,14325,28809
9700,14325,36790
9701,14325,20124
9702,14325,14567
9703,14325,31164
9704,14325,23507
9705,14325,2613
9706,14325,17355
9707,14325,5146
9708,14325,10557
9709,14325,25097
9710,14325,23005
9711,14325,18431
9712,14325,16616
9713,14325,15594
9714,14325,20087
9715,14325,32069
9716,14325,33220
9717,14325,21314
9718,14325,2167
9719,14325,37516
9720,14325,16208
9721,14325,9638
9722,14325,13997
9723,14325,25696
9724,14325,36946
9725,14325,18883
9726,14325,36826
9727,14325,1528
9728,14325,29931
9729,14325,2448
9730,14325,3453
9731,14325,31963
9732,14325,29328
9733,14325,23802
9734,14325,34261
9735,14325,12471
9736,14325,17222
9737,14325,35404
9738,14325,10349
9739,14325,13251
9740,14325,22174
9741,14325,32829
9742,14325,20364
9743,14325,37129
9744,14325,2215
9745,14325,34703
9746,14325,33013
9747,14325,20417
9748,14325,3133
9749,14325,34344
9750,14325,16866
9751,14325,18092
9752,14325,20977
9753,14325,36689
9754,14325,11612
9755,14325,11633
9756,14325,31284
9757,14325,8227
9758,14325,1312
9759,14325,29961
9760,14325,4842
9761,14325,12589
9762,14325,13528
9763,14325,34247
9764,14325,6849
9765,14325,17483
9766,14325,34822
9767,14325,7750
9768,14325,23993
9769,14325,28596
9770,14325,16659
9771,14325,8550
9772,14325,581
9773,14325,10079
9774,14325,33816
9775,14325,25554
9776,14325,813
9777,14325,1800
9778,14325,20448
9779,14325,31101
9780,14325,9626
9781,14325,22573
9782,14325,2065
9783,14325,32763
9784,14325,18929
9785,14325,30440
9786,14325,34250
9787,14325,7989
9788,14325,30
9789,14325,17694
9790,14325,11952
9791,14325,37715
9792,14325,12232
9793,14324,34223
9794,14324,1449
9795,14324,12584
9796,14324,20480
9797,14324,19714
9798,14327,6562
9799,14327,38233
9800,14327,15728
9801,14327,325
9802,14327,16572
9803,14327,750
9804,14327,35084
9805,14327,24799
9806,11134,37870
9807,11134,35546
9808,11134,36058
9809,11134,11884
9810,11134,27605
9811,14321,28884
9812,14321,29073
9813,14321,8581
9814,14321,35376
9815,14321,32923
9816,14321,15549
9817,14321,27152
9818,14321,24367
9819,14320,31574
9820,14320,6565
9821,14320,19682
9822,11131,21849
9823,11131,6484
9824,11131,35771
9825,14450,10643
9826,14450,28877
9827,14450,6210
9828,14450,27002
9829,14450,35459
9830,14329,10624
9831,14329,32973
9832,14329,15213
9833,14328,7034
9834,14328,14039
9835,14328,10042
9836,14328,34682
9837,14328,13105
9838,14328,25441
9839,14459,27051
9840,14459,6048
9841,14459,14101
9842,14459,37271
9843,14459,23029
9844,11138,25921
9845,11138,29381
9846,11138,15974
9847,11892,21236
9848,11892,27726
9849,11892,28254
9850,11892,5356
9851,11892,13863
9852,11892,36156
9853,11892,36189
9854,11892,21886
9855,11892,35529
9856,11892,29001
9857,11892,36003
9858,11892,13015
9859,11892,16647
9860,11892,32943
9861,11892,22807
9862,11892,30078
9863,11892,33918
9864,11892,25319
9865,11892,22068
9866,11892,19301
9867,11892,29969
9868,11892,33006
9869,11892,21456
9870,11892,18355
9871,11892,6179
9872,11892,32656
9873,11892,19909
9874,11892,20154
9875,11892,27464
9876,11892,15394
9877,11892,24027
9878,11892,24055
9879,11892,34293
9880,11892,9611
9881,11892,35034
9882,11892,24940
9883,11892,26172
9884,11892,12107
9885,11892,3333
9886,11892,31653
9887,11892,35278
9888,11892,21512
9889,11892,33306
9890,11892,28718
9891,11892,28725
9892,11892,8251
9893,11892,4480
9894,11892,16998
9895,11892,13887
9896,11892,37952
9897,11892,15882
9898,11892,33598
9899,11892,4552
9900,11892,30448
9901,11892,739
9902,11892,27822
9903,11892,33680
9904,11892,30787
9905,11892,25745
9906,11892,22338
9907,11892,33750
9908,11892,1770
9909,11892,12984
9910,11892,12307
9911,11892,22262
9912,11892,24246
9913,11892,22738
9914,11892,30171
9915,11892,33955
9916,11892,32387
9917,11892,25287
9918,11892,33652
9919,11892,4433
9920,11892,6541
9921,11892,14451
9922,11892,36680
9923,11892,30052
9924,11892,18673
9925,11892,8354
9926,11892,2866
9927,11892,6535
9928,11892,35350
9929,11892,14113
9930,11892,5225
9931,11892,4853
9932,11892,23681
9933,3029,8734
9934,3029,19949
9935,3029,3727
9936,3029,30103
9937,3029,6786
9938,3029,36059
9939,3029,16624
9940,3029,7313
9941,3029,4732
9942,3029,19000
9943,3029,35672
9944,3029,35983
9945,3029,12722
9946,3028,486
9947,3028,33754
9948,3028,13604
9949,3027,1162
9950,3027,31926
9951,3027,16617
9952,3027,32150
9953,3027,16496
9954,3026,11999
9955,3026,32224
9956,3026,12493
9957,3026,35377
9958,3026,8995
9959,3025,9863
9960,3025,26265
9961,3025,4926
9962,3024,1558
9963,3024,28398
9964,3024,16660
9965,3024,28149
9966,3024,2136
9967,3024,2105
9968,3024,31494
9969,3024,8015
9970,3024,34118
9971,3024,24740
9972,3024,21893
9973,3024,12538
9974,3024,25882
9975,3023,21691
9976,3023,5784
9977,3023,22820
9978,3023,11630
9979,3023,9035
9980,3023,16490
9981,3023,642
9982,3022,13075
9983,3022,29211
9984,3022,16243
9985,3022,2961
9986,3021,37243
9987,3020,4808
9988,3020,26922
9989,3020,21236
9990,3020,25601
9991,3020,8959
9992,3020,30653
9993,15582,15433
9994,15582,15289
9995,15583,30619
9996,15583,16017
9997,15583,34362
9998,7939,30358
9999,7939,37185
10000,7939,1524
10001,7939,29433
10002,7939,36585
10003,7939,15991
10004,7939,17917
10005,7939,31796
10006,7939,37852
10007,7939,34289
10008,7939,28061
10009,7939,261
10010,7939,952
10011,7939,2849
10012,7939,10052
10013,7939,14601
10014,7939,14950
10015,7939,3768
10016,15581,11065
10017,15581,14841
10018,15581,31434
10019,15581,7205
10020,15581,620
10021,15581,17783
10022,15581,20823
10023,15586,34982
10024,15586,34113
10025,15586,19249
10026,15586,20479
10027,15587,29501
10028,15587,6770
10029,15587,24830
10030,15587,36242
10031,15587,21192
10032,15587,28800
10033,15584,27551
10034,15584,1878
10035,15584,38294
10036,15584,28096
10037,15584,19108
10038,15584,6312
10039,15584,17595
10040,15584,17573
10041,15584,20902
10042,15584,35572
10043,15584,3946
10044,15584,37444
10045,15584,12128
10046,15584,24769
10047,15584,15764
10048,15584,30345
10049,15584,2236
10050,15584,15996
10051,15584,12869
10052,15584,1691
10053,15584,22386
10054,15584,34090
10055,15584,9560
10056,15584,32273
10057,15584,37052
10058,15584,32755
10059,15584,16065
10060,15584,36447
10061,15584,28185
10062,15584,29433
10063,15584,36713
10064,8739,33649
10065,8739,14321
10066,8739,32945
10067,8739,33603
10068,8736,6848
10069,8736,14729
10070,8736,24288
10071,8736,28143
10072,8736,10968
10073,8736,3331
10074,8736,20848
10075,8736,19920
10076,8736,5864
10077,8736,36465
10078,8736,19874
10079,8736,21050
10080,8736,1140
10081,8736,27568
10082,8736,31538
10083,8736,20746
10084,8737,19967
10085,8737,9561
10086,8737,21308
10087,8734,1350
10088,8734,5017
10089,8735,16830
10090,8732,9255
10091,8732,13741
10092,8732,23376
10093,8732,36808
10094,8732,4297
10095,8732,13828
10096,8732,24840
10097,8732,36796
10098,8733,7709
10099,8733,30707
10100,8733,33217
10101,8733,26516
10102,8730,6171
10103,8730,18
10104,8730,32957
10105,8730,13948
10106,8730,32733
10107,8730,26279
10108,8730,21531
10109,8730,18383
10110,8730,37424
10111,8730,5075
10112,8730,27444
10113,8730,21771
10114,8730,17222
10115,8730,17354
10116,8730,34394
10117,8730,12232
10118,8730,4241
10119,8730,6416
10120,8730,16892
10121,8730,32949
10122,8730,7516
10123,8730,21731
10124,8730,25518
10125,8730,16304
10126,8730,30667
10127,8730,23052
10128,8730,19157
10129,8730,30925
10130,8730,23984
10131,8730,22379
10132,8730,26819
10133,8730,27541
10134,8730,24417
10135,8730,33013
10136,8730,30599
10137,8730,6075
10138,8730,3198
10139,8730,36330
10140,8730,12399
10141,8730,36721
10142,8730,9638
10143,8730,22959
10144,8730,15495
10145,8730,8565
10146,8730,28092
10147,8730,13383
10148,8730,33380
10149,8730,30271
10150,8730,35065
10151,8730,28261
10152,8730,22595
10153,8730,18177
10154,8730,1983
10155,8730,36302
10156,8730,26526
10157,8730,21063
10158,8730,9594
10159,8730,818
10160,8730,37496
10161,8730,9554
10162,8730,1974
10163,8730,29018
10164,8730,10042
10165,8730,15068
10166,8730,808
10167,8730,31580
10168,8730,2978
10169,8730,37399
10170,8730,11404
10171,8730,21004
10172,8730,30389
10173,8730,7652
10174,8730,34298
10175,8730,10227
10176,8730,35340
10177,8730,1601
10178,8730,8157
10179,8730,6331
10180,8730,5172
10181,8730,7892
10182,8730,1507
10183,8730,3133
10184,8730,10114
10185,8730,11738
10186,8730,21017
10187,8730,21938
10188,8730,693
10189,8730,28880
10190,8730,14468
10191,8730,28580
10192,8730,11530
10193,8730,34694
10194,8730,20441
10195,8730,14130
10196,8730,6796
10197,8730,36484
10198,8730,7034
10199,8730,33729
10200,8730,18671
10201,8730,37153
10202,8730,38203
10203,8730,5919
10204,8730,10893
10205,8730,22101
10206,8730,25595
10207,8730,32606
10208,8730,5028
10209,8730,36347
10210,8731,579
10211,8731,7011
10212,8731,4667
10213,8731,28764
10214,16419,17123
10215,16419,20662
10216,16419,14554
10217,16419,26071
10218,6913,19952
10219,6913,9868
10220,6913,28416
10221,6913,1484
10222,6913,35572
10223,6913,22181
10224,6913,24037
10225,6913,30610
10226,13869,24214
10227,13869,18857
10228,13869,5023
10229,13869,10624
10230,13869,7313
10231,13869,4579
10232,13868,5633
10233,13868,5482
10234,13868,21680
10235,13868,27777
10236,13868,24889
10237,13868,32491
10238,4196,27655
10239,4196,11445
10240,4196,5515
10241,13866,31209
10242,13866,10371
10243,13866,25760
10244,13866,11102
10245,13866,23426
10246,4194,19670
10247,4194,32635
10248,4194,14316
10249,4194,27458
10250,4194,28586
10251,4194,25040
10252,4194,20100
10253,13864,13875
10254,13864,14130
10255,13864,7339
10256,13864,6896
10257,13863,16386
10258,13863,33070
10259,13862,23820
10260,13862,19258
10261,13862,11405
10262,13862,14989
10263,13862,35791
10264,13862,14456
10265,13862,27205
10266,13862,33278
10267,13862,31328
10268,13862,36012
10269,13862,30765
10270,13862,12548
10271,13862,33398
10272,13862,2565
10273,13862,32882
10274,13862,37531
10275,13861,37234
10276,13861,8648
10277,13861,18685
10278,13861,9609
10279,13861,8831
10280,13861,34394
10281,13861,5418
10282,13861,31319
10283,13861,18048
10284,13861,1324
10285,13861,24809
10286,13861,34186
10287,13861,32196
10288,13861,17947
10289,13861,21292
10290,13861,9296
10291,4191,27933
10292,4191,11443
10293,4191,14396
10294,4191,29296
10295,4191,3266
10296,4191,23648
10297,4191,24188
10298,4191,21451
10299,4191,24409
10300,10236,7843
10301,10236,28290
10302,5671,30231
10303,5671,35443
10304,5671,10139
10305,5671,35088
10306,5671,38281
10307,5671,13405
10308,5671,23023
10309,5671,3907
10310,5671,29990
10311,5671,28444
10312,5672,22034
10313,5672,20370
10314,5672,14516
10315,5672,15849
10316,5672,14382
